PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;FFT;PET;P6240;P6240S1;P6240S2;P6250;P6260;P6260S1;P6260S1A1;P6260S2;P6270;P6280;P3362S1;P3362S2;P3362S3;P3362S4;P3362S5;P3362S6;P3362S7;P3362S8;P3362S7A1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351
20250522;05;2025;8228563;1;3;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228563;1;4;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228564;1;1;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228564;1;2;1;50;;2;465.72830108;73;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228565;1;1;1;50;;2;2095.7773548;73;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228565;1;2;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228565;1;3;1;50;;2;2095.7773548;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228565;1;6;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228566;1;1;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228566;1;2;1;50;;2;2095.7773548;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228567;1;1;1;50;;2;465.72830108;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228567;1;2;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228567;1;3;1;50;;2;465.72830108;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228568;1;1;1;50;;2;544.74709364;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228568;1;2;1;50;;2;544.74709364;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228568;1;3;1;50;;2;544.74709364;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228568;1;4;1;50;;2;544.74709364;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228569;1;1;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228569;1;2;1;50;;2;2095.7773548;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228570;1;1;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228570;1;2;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228571;1;1;1;50;;2;1218.3218438;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228571;1;2;1;50;;2;1218.3218438;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228572;1;1;1;50;;2;773.75624795;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228572;1;2;1;50;;2;773.75624795;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228572;1;3;1;50;;2;773.75624795;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228573;1;1;1;50;;2;465.72830108;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228573;1;2;1;50;;2;465.72830108;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228574;1;1;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228574;1;2;1;50;;2;465.72830108;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228575;1;1;1;50;;2;465.72830108;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228575;1;2;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228576;1;1;1;50;;2;1170.9847626;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228576;1;2;1;50;;2;1170.9847626;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228577;1;1;1;50;;2;465.72830108;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228577;1;2;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228577;1;3;1;50;;2;465.72830108;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228578;1;1;1;50;;2;884.04342979;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228579;1;1;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228579;1;2;1;50;;2;465.72830108;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228579;1;3;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228580;1;1;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228580;1;2;1;50;;2;2095.7773548;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228580;1;3;1;50;;2;2095.7773548;73;1;;1;6;TFSR;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228580;1;4;1;50;;2;2095.7773548;73;1;;1;6;TFSR;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228580;1;5;1;50;;2;2095.7773548;73;1;;1;6;TFSR;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228581;1;1;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228581;1;2;1;50;;2;465.72830108;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228582;1;1;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228582;1;2;1;50;;2;2095.7773548;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228582;1;6;1;50;;2;2095.7773548;73;;1;1;6;OCIO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228583;1;1;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228583;1;2;1;50;;2;2095.7773548;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228583;1;3;1;50;;2;2095.7773548;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228584;1;1;1;50;;2;2095.7773548;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228584;1;2;1;50;;2;2095.7773548;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228585;1;1;1;50;;2;465.72830108;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228585;1;2;1;50;;2;465.72830108;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228586;1;1;1;50;;1;2314.2203284;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228587;1;1;1;50;;1;2101.8926595;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228587;1;2;1;50;;1;2101.8926595;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228587;1;3;1;50;;1;2101.8926595;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228587;1;4;1;50;;1;2101.8926595;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228589;1;1;1;50;;1;1349.8838679;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228589;1;2;1;50;;1;1349.8838679;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228590;1;1;1;50;;1;1042.4740815;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228590;1;2;1;50;;1;1042.4740815;73;1;;1;6;OCIO;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228591;1;1;1;50;;1;2056.5807805;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228591;1;2;1;50;;1;2056.5807805;73;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228591;1;3;1;50;;1;2056.5807805;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228593;1;1;1;50;;1;1042.4740815;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228593;1;2;1;50;;1;1042.4740815;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228594;1;1;1;50;;1;1655.2856712;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228594;1;2;1;50;;1;1655.2856712;73;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228594;1;3;1;50;;1;1655.2856712;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228594;1;4;1;50;;1;1655.2856712;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228595;1;1;1;50;;1;1887.3566093;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228595;1;2;1;50;;1;1887.3566093;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228596;1;1;1;50;;1;1494.4188594;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228596;1;2;1;50;;1;1494.4188594;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228597;1;1;1;50;;1;1211.6982527;73;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228597;1;2;1;50;;1;1211.6982527;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228597;1;3;1;50;;1;1211.6982527;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228599;1;1;1;50;;1;997.16220244;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228601;1;1;1;50;;1;2072.1409096;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228601;1;2;1;50;;1;2072.1409096;73;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228601;1;5;1;50;;1;2072.1409096;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228602;1;1;1;50;;1;1323.2795065;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228602;1;2;1;50;;1;1323.2795065;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228603;1;1;1;50;;1;1174.743733;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228604;1;1;1;50;;1;1968.9170151;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228604;1;2;1;50;;1;1968.9170151;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228604;1;3;1;50;;1;1968.9170151;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228606;1;1;1;50;;1;1042.4740815;73;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228606;1;2;1;50;;1;1042.4740815;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228607;1;1;1;50;;1;1518.1282864;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228607;1;2;1;50;;1;1518.1282864;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228608;1;1;1;50;;1;1878.9992499;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228608;1;2;1;50;;1;1878.9992499;73;1;;1;2;;;2;2;;;;2;1;1;1;;;;;;;;;;;;;;;1
20250522;05;2025;8228608;1;3;1;50;;1;1878.9992499;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228609;1;1;1;50;;2;586.09314286;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228609;1;2;1;50;;2;586.09314286;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228609;1;4;1;50;;2;586.09314286;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228610;1;1;1;50;;2;586.09314286;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228610;1;2;1;50;;2;586.09314286;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228611;1;1;1;50;;2;601.14350818;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228611;1;2;1;50;;2;601.14350818;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228611;1;3;1;50;;2;601.14350818;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228611;1;5;1;50;;2;601.14350818;73;1;;1;6;OCIO;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228611;1;6;1;50;;2;601.14350818;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228612;1;1;1;50;;2;586.09314286;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228612;1;2;1;50;;2;586.09314286;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228613;1;1;1;50;;2;586.09314286;73;;1;1;6;OCIO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228613;1;2;1;50;;2;586.09314286;73;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228614;1;1;1;50;;2;2637.4191429;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228614;1;2;1;50;;2;2637.4191429;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228615;1;1;1;50;;2;586.09314286;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228615;1;2;1;50;;2;586.09314286;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228616;1;1;1;50;;2;1560.4833894;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228616;1;2;1;50;;2;1560.4833894;73;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228617;1;1;1;50;;2;613.43424347;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228618;1;1;1;50;;2;586.09314286;73;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228618;1;2;1;50;;2;586.09314286;73;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228618;1;3;1;50;;2;586.09314286;73;;1;1;6;OCIO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228620;1;1;1;50;;1;940.0096524;23;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228620;1;2;1;50;;1;940.0096524;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228621;1;1;1;50;;1;2479.9441202;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228621;1;2;1;50;;1;2479.9441202;23;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228621;1;3;1;50;;1;2479.9441202;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228623;1;1;1;50;;1;966.86707104;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228623;1;2;1;50;;1;966.86707104;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228623;1;3;1;50;;1;966.86707104;23;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;1
20250522;05;2025;8228623;1;4;1;50;;1;966.86707104;23;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228624;1;1;1;50;;2;2982.6873638;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228624;1;3;1;50;;2;2982.6873638;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228626;1;1;1;50;;2;1688.2329458;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228626;1;2;1;50;;2;1688.2329458;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228627;1;1;1;50;;2;2386.0494705;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228627;1;2;1;50;;2;2386.0494705;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228627;1;3;1;50;;2;2386.0494705;23;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228628;1;1;1;50;;1;2384.2665606;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228628;1;2;1;50;;1;2384.2665606;23;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;1;2;;2;;2;;
20250522;05;2025;8228629;1;1;1;50;;1;1620.7882254;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228629;1;2;1;50;;1;1620.7882254;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228629;1;3;1;50;;1;1620.7882254;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228629;1;4;1;50;;1;1620.7882254;23;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228630;1;1;1;50;;1;2199.3729474;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228630;1;2;1;50;;1;2199.3729474;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228632;1;1;1;50;;1;3708.3002096;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228632;1;2;1;50;;1;3708.3002096;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228634;1;1;1;50;;2;1097.9402917;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228634;1;2;1;50;;2;1097.9402917;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228634;1;3;1;50;;2;1097.9402917;23;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228634;1;5;1;50;;2;1097.9402917;23;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228635;1;1;1;50;;2;3418.9822886;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228635;1;2;1;50;;2;3418.9822886;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228635;1;3;1;50;;2;3418.9822886;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228635;1;4;1;50;;2;3418.9822886;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228636;1;1;1;50;;2;2444.6460674;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228636;1;2;1;50;;2;2444.6460674;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228636;1;3;1;50;;2;2444.6460674;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228636;1;4;1;50;;2;2444.6460674;23;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228636;1;6;1;50;;2;2444.6460674;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228637;1;1;1;50;;2;1977.5735981;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228637;1;2;1;50;;2;1977.5735981;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228637;1;3;1;50;;2;1977.5735981;23;1;;1;3;;;2;2;;;;1;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228638;1;1;1;50;;2;2434.3323805;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228638;1;2;1;50;;2;2434.3323805;23;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228638;1;3;1;50;;2;2434.3323805;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228638;1;4;1;50;;2;2434.3323805;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228638;1;5;1;50;;2;2434.3323805;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228639;1;1;1;50;;2;2234.6736904;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228639;1;2;1;50;;2;2234.6736904;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228640;1;1;1;50;;2;1251.8476644;23;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228641;1;1;1;50;;1;1229.9988736;23;;1;1;6;PENSIONADO;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228641;1;2;1;50;;1;1229.9988736;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228641;1;3;1;50;;1;1229.9988736;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250522;05;2025;8228641;1;5;1;50;;1;1229.9988736;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228644;1;1;1;50;;1;1903.2109873;23;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228644;1;2;1;50;;1;1903.2109873;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228644;1;3;1;50;;1;1903.2109873;23;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250522;05;2025;8228644;1;4;1;50;;1;1903.2109873;23;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250521;05;2025;8228645;1;1;1;50;05;1;1259.5234261;05;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250521;05;2025;8228646;1;1;1;50;05;1;865.31766308;05;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250521;05;2025;8228646;1;2;1;50;05;1;865.31766308;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228646;1;3;1;50;05;1;865.31766308;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228646;1;4;1;50;05;1;865.31766308;05;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250521;05;2025;8228646;1;5;1;50;05;1;865.31766308;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228647;1;1;1;50;05;1;1857.5363589;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228647;1;2;1;50;05;1;1857.5363589;05;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250521;05;2025;8228647;1;4;1;50;05;1;1857.5363589;05;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228648;1;1;1;50;05;1;1287.5065241;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228648;1;3;1;50;05;1;1287.5065241;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228649;1;1;1;50;05;1;1357.8586522;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228649;1;2;1;50;05;1;1357.8586522;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228649;1;4;1;50;05;1;1357.8586522;05;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250521;05;2025;8228650;1;1;1;50;05;1;1504.5576429;05;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250521;05;2025;8228650;1;2;1;50;05;1;1504.5576429;05;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;2;;;;;;;
20250521;05;2025;8228650;1;3;1;50;05;1;1504.5576429;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228650;1;6;1;50;05;1;1504.5576429;05;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;
20250521;05;2025;8228651;1;1;1;50;05;1;1686.195294;05;1;;1;6;VACACIONES;;2;1;3;;;;;;;;;;;;;;;;;;;;;
