PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18;LGB_Numerica;LGB_sectores;LGBT_Numerica;Trans_numerica;Discapacidad;Dificultad;Campesina
20230208;02;2023;7338343;1;1;1;10;;2;287.80126112;18;1;1;1;48;6;1974;1;3;;2;;1;;1;6;;;3;1;2;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338343;1;2;1;10;;2;287.80126112;18;1;2;2;46;2;1976;2;3;;3;;1;;1;6;;;3;1;1;1;1;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338343;1;3;1;10;;2;287.80126112;18;1;3;1;13;3;2009;3;2;;1;1;1;;1;6;;;6;;;;;;;;;;1;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;;;;;;0;0;1
20230208;02;2023;7338344;1;1;1;10;;2;371.63210403;18;1;1;1;29;3;1993;1;2;;3;;1;;1;6;;;3;1;2;;;;;;;;;;;1;;1;3;;;4;4;2;4;4;4;4;4;1;2;;3;3;;;;2;1;1;0;;0;0;1;1;1
20230208;02;2023;7338344;1;2;1;10;;2;371.63210403;18;1;2;2;25;3;1997;2;2;;2;;1;;1;6;;;3;1;1;1;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338344;1;3;1;10;;2;371.63210403;18;1;3;1;10;11;2012;3;1;2;2;;1;;1;6;;;6;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;;;;;;;;0;0;1
20230208;02;2023;7338344;1;4;1;10;;2;371.63210403;18;1;2;2;0;3;2022;3;1;2;1;1;1;;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;1
20230208;02;2023;7338345;1;1;1;10;;2;333.79102895;18;1;1;2;41;10;1981;1;2;;2;;1;;1;6;;;3;1;2;;1;1;1;;;;;;;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;5;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338345;1;2;1;10;;2;333.79102895;18;1;2;1;54;5;1968;2;3;;3;;1;;1;6;;;3;1;1;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338345;1;3;1;10;;2;333.79102895;18;1;3;2;12;6;2010;3;1;1;1;2;1;;1;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;;;;;;0;0;1
20230208;02;2023;7338345;1;4;1;10;;2;333.79102895;18;1;4;2;9;6;2013;3;1;1;1;2;1;;1;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;;;;;;0;0;1
20230208;02;2023;7338346;1;1;1;10;;2;259.60038427;18;1;1;1;51;11;1971;1;1;3;3;;1;;1;6;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;1;;;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338346;1;2;1;10;;2;259.60038427;18;1;2;1;17;11;2005;3;2;;1;1;1;;1;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;;;;;;0;0;1
20230208;02;2023;7338346;1;3;1;10;;2;259.60038427;18;1;3;2;74;2;1949;4;3;;3;;1;;1;6;;;4;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338347;1;1;1;10;;2;215.02179881;18;1;1;1;46;5;1976;1;2;;2;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338348;1;1;1;10;;2;316.76443659;18;1;1;1;48;4;1974;1;3;;2;;1;;1;6;;;2;1;2;1;;;;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338348;1;2;1;10;;2;316.76443659;18;1;2;2;39;4;1983;2;2;;2;;1;;1;6;;;2;1;1;;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338348;1;3;1;10;;2;316.76443659;18;1;3;1;16;6;2006;3;1;2;2;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;3;4;4;4;4;4;4;4;1;2;;4;1;;;;;;;;;;;0;1;1
20230208;02;2023;7338348;1;4;1;10;;2;316.76443659;18;1;4;1;12;1;2011;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;;;;;;0;0;1
20230208;02;2023;7338349;1;1;1;10;;2;166.12934315;18;1;1;1;50;4;1972;1;2;;3;;1;;1;6;;;3;1;2;1;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338349;1;2;1;10;;2;166.12934315;18;1;2;2;52;5;1970;2;2;;3;;1;;1;6;;;3;1;1;1;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338350;1;1;1;10;;2;554.8660118;18;1;1;1;62;7;1960;1;2;;3;;1;;1;6;;;2;1;2;;;;;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338350;1;2;1;10;;2;554.8660118;18;1;2;2;31;11;1991;2;2;;2;;1;;1;6;;;2;1;1;;;;;;;;;;;1;;2;;;;4;4;4;3;3;4;4;4;1;2;;4;3;;;;1;2;1;0;;0;0;0;1;1
20230208;02;2023;7338350;1;3;1;10;;2;554.8660118;18;1;3;1;13;4;2009;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;;;;;;0;0;1
20230208;02;2023;7338350;1;4;1;10;;2;554.8660118;18;1;4;2;11;1;2012;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;;;;;;0;0;1
20230208;02;2023;7338350;1;5;1;10;;2;554.8660118;18;1;5;1;5;12;2017;3;1;2;1;1;1;;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;;;;;;0;0;1
20230208;02;2023;7338350;1;6;1;10;;2;554.8660118;18;1;2;1;1;12;2021;3;1;2;1;1;1;;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;1
20230208;02;2023;7338351;1;1;1;10;;2;157.84071575;18;1;1;2;20;10;2002;1;2;;2;;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;4;311;2;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338352;1;1;1;10;;2;338.1929658;18;1;1;2;20;10;2002;1;2;;2;;1;;1;6;;;3;1;2;;;1;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338352;1;2;1;10;;2;338.1929658;18;1;2;1;30;2;1993;2;2;;2;;1;;1;6;;;3;1;1;;;;1;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338352;1;3;1;10;;2;338.1929658;18;1;2;1;1;6;2021;3;1;1;1;2;1;;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;1
20230208;02;2023;7338353;1;1;1;10;;2;249.96018605;18;1;1;2;26;1;1997;1;2;;2;;1;;1;6;;;2;1;2;;1;1;1;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1;0;;0;0;0;0;1
20230208;02;2023;7338353;1;2;1;10;;2;249.96018605;18;1;2;1;29;2;1994;2;2;;2;;1;;1;6;;;2;1;1;;1;1;1;;;1;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;1
20230208;02;2023;7338353;1;3;1;10;;2;249.96018605;18;1;2;2;1;3;2021;3;1;1;1;2;1;;1;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;1
20230208;02;2023;7338354;1;1;1;10;;2;287.80126112;18;1;1;1;37;4;1985;1;2;;2;;1;;1;6;;;3;1;2;1;1;1;1;;;;;1;;;;1;3;;;4;4;2;4;4;4;4;4;1;2;;4;3;;;;2;1;1;0;;0;0;1;1;1
20230208;02;2023;7338354;1;2;1;10;;2;287.80126112;18;1;2;2;29;2;1993;2;2;;2;;1;;1;6;;;3;1;1;1;1;;1;;;;;;;;;1;3;;;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;1;1
20230208;02;2023;7338354;1;3;1;10;;2;287.80126112;18;1;2;1;13;12;2009;3;1;2;1;1;1;;1;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;;;;;;0;0;1
20230205;02;2023;7338355;1;1;1;10;05;1;992.91650813;05;1;1;2;55;3;1967;1;2;;3;;2;2;2;6;;;4;;;1;;;;;;;;;;;;1;1;3;359000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338356;1;1;1;10;05;1;992.91650813;05;1;1;2;56;8;1966;1;2;;3;;2;2;2;1;999_01;;4;;;1;;;;;;;;;;;;1;1;1;45000;4;4;4;4;4;4;4;4;1;2;;8;5;613;5;613;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338357;1;1;1;10;05;1;1059.599491;05;1;1;1;42;4;1980;1;2;;3;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;1;104000;4;4;4;4;4;4;4;4;1;1;1;10;3;719;6;714;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338357;1;2;1;10;05;1;1059.599491;05;1;2;2;38;6;1984;2;2;;2;;1;;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;3;286000;4;4;3;4;4;4;4;4;1;2;;9;6;916;6;916;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338357;1;3;1;10;05;1;1059.599491;05;1;3;1;10;2;2012;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;;;;;;0;0;0
20230205;02;2023;7338358;1;1;1;10;05;1;1493.5315753;05;1;1;1;82;9;1940;1;3;;3;;1;;2;6;;;2;1;2;1;;1;1;;;;;;;;;1;3;;;4;4;4;3;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;1;0
20230205;02;2023;7338358;1;2;1;10;05;1;1493.5315753;05;1;2;2;63;7;1959;2;3;;3;;2;2;2;6;;;2;1;1;1;;1;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338359;1;1;1;10;05;1;1078.1473023;05;1;1;1;18;4;2004;1;3;;2;;2;2;2;3;;;6;;;;;;1;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;10;4;719;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338360;1;1;1;10;05;1;1339.8912606;05;1;1;1;46;10;1976;1;2;;2;;1;;2;6;;;3;1;2;;1;1;;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;1;;;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338360;1;2;1;10;05;1;1339.8912606;05;1;2;2;43;10;1979;2;2;;3;;1;;2;6;;;3;1;1;;;;;1;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338360;1;3;1;10;05;1;1339.8912606;05;1;3;2;23;11;1999;3;1;2;1;1;2;1;2;6;;;6;;;;;;;;;1;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;9;421;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338360;1;4;1;10;05;1;1339.8912606;05;1;4;2;16;6;2006;3;1;2;1;1;1;;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;6;1;;1;;;;;;;;;0;0;0
20230205;02;2023;7338360;1;5;1;10;05;1;1339.8912606;05;1;5;2;9;2;2013;3;1;2;1;1;1;;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;3;4;;;;;;;;;;;0;0;0
20230205;02;2023;7338361;1;1;1;10;05;1;953.99445843;05;1;1;2;28;4;1994;1;2;;2;;1;;2;6;;;2;2;;;1;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338361;1;2;1;10;05;1;953.99445843;05;1;2;1;8;7;2014;3;1;1;2;;1;;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;;;;;;0;0;0
20230205;02;2023;7338361;1;3;1;10;05;1;953.99445843;05;1;3;2;1;11;2021;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230205;02;2023;7338361;1;4;1;10;05;1;953.99445843;05;1;4;1;24;6;1998;6;2;;2;;1;;2;6;;;2;1;5;;1;1;1;;;1;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338361;1;5;1;10;05;1;953.99445843;05;1;5;2;25;1;1998;9;2;;2;;1;;2;6;;;2;1;4;;;;;;;;;1;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338361;1;6;1;10;05;1;953.99445843;05;1;6;1;5;9;2017;9;1;5;1;4;1;;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;1;0;;;;;;;;;;;0;0;0
20230205;02;2023;7338362;1;1;1;10;05;1;984.23669142;05;1;1;1;54;1;1969;1;2;;3;;1;;2;6;;;2;1;2;;;1;;;;1;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;2;2;;1;0;;;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338362;1;2;1;10;05;1;984.23669142;05;1;2;2;54;6;1968;2;2;;2;;1;;2;6;;;2;1;1;;;;1;;;;;;;;;1;1;5;;4;4;3;4;4;4;4;4;1;2;;3;2;;;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338362;1;3;1;10;05;1;984.23669142;05;1;3;2;4;5;2018;8;2;;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;1;0;;;;;;;;;;;;;0
20230205;02;2023;7338363;1;1;1;10;05;1;1703.6265828;05;1;1;2;59;3;1963;1;3;;2;;2;2;2;6;;;4;;;;;;;;;;;1;;;;1;1;2;46000;4;4;3;2;3;4;3;4;1;2;;3;2;;;;1;2;1;0;;0;0;1;1;0
20230205;02;2023;7338363;1;2;1;10;05;1;1703.6265828;05;1;2;1;15;3;2007;8;2;;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;;;;;;0;0;0
20230205;02;2023;7338364;1;1;1;10;05;1;1462.8965599;05;1;1;2;45;12;1977;1;2;;2;;2;2;2;6;;;6;;;1;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;415;6;415;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338364;1;2;1;10;05;1;1462.8965599;05;1;2;2;23;12;1999;3;1;1;2;;2;2;2;6;;;6;;;;;;1;;1;;;;;;;1;1;3;145000;4;4;4;4;4;4;4;4;1;2;;8;4;1015;5;1015;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338365;1;1;1;10;05;1;1639.8893482;05;1;1;2;70;8;1952;1;3;;3;;2;2;2;6;;;5;;;1;1;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338365;1;2;1;10;05;1;1639.8893482;05;1;2;2;50;10;1972;3;1;1;3;;2;2;2;6;;;2;1;3;1;1;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338365;1;3;1;10;05;1;1639.8893482;05;1;3;1;51;8;1971;7;3;;3;;2;2;2;6;;;2;1;2;1;1;;;;;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338365;1;4;1;10;05;1;1639.8893482;05;1;4;1;29;3;1993;8;1;2;2;;2;2;2;6;;;6;;;;1;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;2;10;3;315;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338365;1;5;1;10;05;1;1639.8893482;05;1;5;1;23;12;1999;8;1;2;2;;2;2;2;6;;;6;;;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;10;3;1014;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338365;1;6;1;10;05;1;1639.8893482;05;1;6;1;21;5;2001;8;1;2;2;;2;2;2;6;;;6;;;1;1;;;;;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;1;2;10;2;1014;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338366;1;1;1;10;05;1;1379.5651881;05;1;1;1;55;12;1967;1;2;;2;;1;;2;6;;;3;1;2;1;;;;;;;;;;;;1;3;;;4;4;4;3;4;4;4;4;2;2;;1;0;;;;2;1;1;0;;0;0;0;1;0
20230205;02;2023;7338366;1;2;1;10;05;1;1379.5651881;05;1;2;2;48;3;1974;2;2;;3;;2;1;2;6;;;3;1;1;1;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338366;1;3;1;10;05;1;1379.5651881;05;1;3;1;31;8;1991;3;1;2;1;1;2;2;2;6;;;6;;;1;;;;;;;;1;;;;1;1;1;46000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338366;1;4;1;10;05;1;1379.5651881;05;1;4;2;15;1;2008;3;1;2;1;1;2;2;2;6;;;6;;;1;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;;;;;;0;0;0
20230205;02;2023;7338367;1;1;1;10;05;1;1493.5315753;05;1;1;2;75;11;1947;1;3;;3;;2;2;2;6;;;4;;;1;;;;;;;;1;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338367;1;2;1;10;05;1;1493.5315753;05;1;2;1;82;1;1941;6;3;;3;;2;2;2;6;;;6;;;1;;;;;;;;;;;;1;3;;;2;3;3;3;4;3;4;4;2;2;;1;0;;;;2;1;1;0;;0;0;1;1;0
20230205;02;2023;7338369;1;1;1;10;05;1;1651.5072336;05;1;1;1;43;4;1979;1;2;;3;;2;2;2;6;;;3;1;2;;1;1;;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338369;1;2;1;10;05;1;1651.5072336;05;1;2;2;43;2;1979;2;2;;2;;2;2;2;6;;;3;1;1;;1;1;;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338369;1;3;1;10;05;1;1651.5072336;05;1;3;2;23;4;1999;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338369;1;4;1;10;05;1;1651.5072336;05;1;4;1;19;1;2004;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;1;45200;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338369;1;5;1;10;05;1;1651.5072336;05;1;5;1;14;8;2008;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;;;;;;0;0;0
20230205;02;2023;7338370;1;1;1;10;05;1;1727.3911699;05;1;1;1;41;7;1981;1;2;;3;;1;;2;6;;;1;1;2;;1;1;1;;;;;;;;;1;1;1;45200;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338370;1;2;1;10;05;1;1727.3911699;05;1;2;2;17;8;2005;2;2;;2;;2;1;2;6;;;1;1;1;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;;;;;;0;0;0
20230205;02;2023;7338371;1;1;1;10;05;1;1290.7932942;05;1;1;1;53;5;1969;1;3;;3;;2;2;2;6;;;3;1;2;;1;;1;;;;;;;;;1;1;1;45000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338371;1;2;1;10;05;1;1290.7932942;05;1;2;2;60;3;1962;2;3;;3;;2;2;2;6;;;3;1;1;1;;;;;;;;;;;;1;1;2;98000;3;4;4;4;4;4;4;4;1;2;;10;3;119;2;;1;2;1;0;;0;0;0;1;0
20230205;02;2023;7338372;1;1;1;10;05;1;1175.6342305;05;1;1;1;74;12;1948;1;2;;2;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;2;360000;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338372;1;2;1;10;05;1;1175.6342305;05;1;2;2;47;1;1976;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338372;1;3;1;10;05;1;1175.6342305;05;1;3;2;9;7;2013;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;;;;;;0;0;0
20230205;02;2023;7338373;1;1;1;10;05;1;1269.3256017;05;1;1;2;44;6;1978;1;2;;2;;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;1;320000;4;4;4;4;4;4;4;4;1;2;;11;4;588;8;588;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338374;1;1;1;10;05;1;1167.7818902;05;1;1;1;71;4;1951;1;3;;3;;2;2;2;6;;;3;1;2;;;1;;;;;;;;;;1;1;5;;4;4;4;3;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;0;1;0
20230205;02;2023;7338374;1;2;1;10;05;1;1167.7818902;05;1;2;2;63;5;1959;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;2;98000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338375;1;1;1;10;05;1;1353.1206829;05;1;1;1;76;7;1946;1;3;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;1;2;350000;4;4;4;4;4;4;4;4;1;2;;10;10;531;7;531;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338376;1;1;1;10;05;1;1113.7585695;05;1;1;1;29;3;1993;1;2;;2;;2;1;2;5;;;6;;;;;;;;;;;;;1;;1;1;1;188000;4;4;4;4;4;4;4;4;1;2;;10;10;912;7;912;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338376;1;2;1;10;05;1;1113.7585695;05;1;2;1;30;5;1992;6;2;;2;;2;1;2;5;;;2;1;3;1;;;;;;1;;;;;;1;1;1;80000;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338376;1;3;1;10;05;1;1113.7585695;05;1;3;2;31;3;1991;9;3;;3;;2;1;2;5;;;2;1;2;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338376;1;4;1;10;05;1;1113.7585695;05;1;3;2;4;9;2018;9;1;3;1;2;2;1;2;5;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;;;;;;;;0
20230205;02;2023;7338376;1;5;1;10;05;1;1113.7585695;05;1;5;1;34;10;1988;6;2;;2;;2;1;2;5;;;6;;;1;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338377;1;1;1;10;05;1;1148.9689639;05;1;1;1;48;10;1974;1;3;;3;;2;2;2;6;;;3;1;2;1;;;;;;;;;;;;1;1;1;80000;4;4;4;4;4;4;4;4;1;2;;10;10;613;7;613;2;1;1;0;;0;0;0;0;0
20230205;02;2023;7338377;1;2;1;10;05;1;1148.9689639;05;1;2;2;22;2;2000;2;2;;3;;2;1;2;6;;;3;1;1;1;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230205;02;2023;7338377;1;3;1;10;05;1;1148.9689639;05;1;2;1;5;2;2018;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;;;;;;0;0;0
20230205;02;2023;7338377;1;4;1;10;05;1;1148.9689639;05;1;2;2;1;5;2021;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
