PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P3147S1;P3147S2;P3147S3;P3147S4;P3147S5;P3147S6;P3147S7;P3147S8;P3147S9;P3147S10;P3147S11;P3147S10A1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18;LGB_Numerica;LGB_sectores;LGBT_Numerica;Trans_numerica;Discapacidad;Dificultad;Campesina
20230207;02;2023;7353178;1;3;1;10;68;1;455.28137805;68;1;3;1;28;12;1994;3;1;2;1;1;2;2;2;6;;;6;;;1;;;1;;;;;;;;;1;1;1;40000;4;4;4;4;4;4;4;4;1;2;;9;6;613;6;613;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353178;1;4;1;10;68;1;455.28137805;68;1;4;1;25;3;1997;3;1;2;1;1;2;2;2;6;;;6;;;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353179;1;1;1;10;68;1;314.38057003;68;1;1;1;67;4;1955;1;3;;3;;1;;2;6;;;6;;;;;;1;;;;;;;;;1;3;;;4;4;4;2;2;4;1;4;2;2;;1;0;;;;2;1;1;0;;0;0;1;1;0
20230207;02;2023;7353179;2;1;2;10;68;1;314.38057003;68;1;1;1;88;4;1934;1;3;;3;;1;;2;6;;;5;;;;;;1;;;;;;;;;1;3;;;2;4;3;3;4;4;4;4;1;2;;3;5;;;;2;1;1;0;;0;0;1;1;0
20230207;02;2023;7353180;1;1;1;10;68;1;362.37780058;68;1;1;2;78;1;1945;1;3;;3;;1;;2;6;;;5;;;;;;;;;;;;;1;;1;1;2;92800;4;4;3;2;4;4;4;4;1;2;;3;2;;;;1;2;1;0;;0;0;1;1;0
20230207;02;2023;7353180;1;2;1;10;68;1;362.37780058;68;1;2;2;94;4;1928;5;3;;3;;1;;2;6;;;5;;;;;;;;;;;;;1;;1;1;2;46400;4;4;3;3;4;4;4;4;1;2;;3;2;;;;1;2;1;0;;0;0;0;1;0
20230207;02;2023;7353180;1;3;1;10;68;1;362.37780058;68;1;3;1;22;5;2000;8;2;;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;4;1088;2;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353181;1;1;1;10;68;1;362.37780058;68;1;1;2;86;5;1936;1;3;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;1;2;46400;4;4;2;3;4;4;4;4;1;2;;3;5;;;;1;2;1;0;;0;0;1;1;0
20230207;02;2023;7353181;1;2;1;10;68;1;362.37780058;68;1;2;2;60;8;1962;3;1;1;3;;2;2;2;6;;;6;;;1;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353181;1;3;1;10;68;1;362.37780058;68;1;3;1;22;1;2001;8;1;2;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;8;613;2;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353182;1;1;1;10;68;1;410.10579661;68;1;1;1;51;9;1971;1;2;;2;;1;;2;6;;;6;;;1;1;1;1;1;;;;1;;;;1;2;2;46400;4;4;3;2;4;4;4;4;1;2;;8;4;1022;5;1022;2;1;1;0;;0;0;1;1;0
20230207;02;2023;7353183;1;1;1;10;68;1;305.96570281;68;1;1;2;52;12;1970;1;3;;2;;2;2;2;6;;;2;1;2;;1;1;1;1;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353183;1;2;1;10;68;1;305.96570281;68;1;2;1;40;7;1982;2;3;;2;;2;2;2;6;;;2;1;1;;;;1;;;1;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353183;1;3;1;10;68;1;305.96570281;68;1;3;2;28;6;1994;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353183;1;4;1;10;68;1;305.96570281;68;1;4;2;26;10;1996;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353183;1;5;1;10;68;1;305.96570281;68;1;4;1;9;7;2013;8;1;4;2;;2;2;2;6;;;;;;;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;;;;;;0;0;0
20230207;02;2023;7353184;1;1;1;10;68;1;309.09157281;68;1;1;2;62;8;1960;1;2;;3;;2;2;2;6;;;3;1;2;1;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;10;111;7;111;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353184;1;2;1;10;68;1;309.09157281;68;1;2;1;65;10;1957;2;3;;3;;2;2;2;6;;;3;1;1;1;;;;;;;;;;;;1;1;2;99;4;4;4;4;4;4;4;4;1;2;;10;10;613;7;613;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353185;1;1;1;10;68;1;315.531259;68;1;1;2;35;8;1987;1;3;;1;3;2;2;2;6;;;6;;;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353185;1;2;1;10;68;1;315.531259;68;1;1;1;8;10;2014;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;;;;;;0;0;0
20230207;02;2023;7353185;1;3;1;10;68;1;315.531259;68;1;3;1;60;4;1962;4;3;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;1;2;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353186;1;1;1;10;68;1;386.71088082;68;1;1;1;29;12;1993;1;2;;2;;2;2;2;6;;;6;;;1;;;1;;;1;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353186;2;1;2;10;68;1;386.71088082;68;1;1;1;58;1;1965;1;3;;3;;2;2;2;6;;;4;;;1;;;1;;;;;;;;;2;;;;2;4;3;4;4;4;4;4;1;2;;3;4;;;;2;1;1;0;;0;0;1;1;0
20230207;02;2023;7353186;3;1;3;10;68;1;386.71088082;68;1;1;1;37;8;1985;1;2;;3;;2;2;2;6;;;1;1;2;;;;1;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353186;3;2;3;10;68;1;386.71088082;68;1;2;2;32;6;1990;2;2;;2;;2;2;2;6;;;1;1;1;1;;;1;;;;;;;;;2;;;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353186;4;1;4;10;68;1;386.71088082;68;1;1;1;65;10;1957;1;2;;3;;1;;2;6;;;6;;;;;;1;;;;;;;;;1;3;;;4;4;3;3;4;4;4;4;1;2;;3;3;;;;2;1;1;0;;0;0;0;1;0
20230207;02;2023;7353187;1;1;1;10;68;1;381.59453433;68;1;1;1;85;7;1937;1;3;;3;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;2;2;1200000;4;4;4;4;4;4;4;4;1;2;;13;6;531;10;531;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353187;1;2;1;10;68;1;381.59453433;68;1;2;2;84;9;1938;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;2;2;1200000;4;4;4;4;4;4;4;4;1;2;;12;4;531;9;531;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353188;1;1;1;10;68;1;273.2476785;68;1;1;1;65;12;1957;1;2;;3;;1;;1;6;;;3;1;2;;;;;;;;;;;1;;1;1;1;80000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;1
20230207;02;2023;7353188;1;2;1;10;68;1;273.2476785;68;1;2;2;38;5;1984;2;2;;2;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353188;1;3;1;10;68;1;273.2476785;68;1;3;1;21;12;2001;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353188;1;4;1;10;68;1;273.2476785;68;1;4;2;41;11;1981;9;2;;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353188;1;5;1;10;68;1;273.2476785;68;1;5;1;9;4;2013;9;1;4;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;;;;;;0;0;0
20230207;02;2023;7353188;1;6;1;10;68;1;273.2476785;68;1;6;1;18;8;2004;9;2;;2;;2;2;2;6;;;6;;;1;;;;;;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353189;1;1;1;10;68;1;392.0079363;68;1;1;2;61;6;1961;1;2;;3;;2;2;2;6;;;3;1;2;;;;1;1;;;;;;;;1;1;1;92800;4;4;3;4;4;4;4;4;1;2;;10;10;421;7;421;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353189;1;2;1;10;68;1;392.0079363;68;1;2;1;69;4;1953;2;2;;2;;1;;2;6;;;3;1;1;;;1;1;;;;;;;;;1;1;5;;4;4;2;4;4;4;4;4;1;2;;11;2;1088;8;1088;2;1;1;0;;0;0;1;1;0
20230207;02;2023;7353189;1;3;1;10;68;1;392.0079363;68;1;3;1;23;10;1999;3;1;1;1;2;2;2;2;6;;;6;;;1;;;;;;;;;;;;1;1;1;92800;4;4;2;4;4;4;4;4;1;2;;10;10;719;7;719;2;1;1;0;;0;0;1;1;0
20230207;02;2023;7353190;1;1;1;10;68;1;334.33527245;68;1;1;1;66;12;1956;1;3;;3;;2;2;2;5;;;3;1;2;;;;;;;;;;;1;;1;1;3;145000;4;4;4;3;4;3;4;4;1;2;;10;10;421;7;421;2;1;1;0;;0;0;0;1;0
20230207;02;2023;7353190;1;2;1;10;68;1;334.33527245;68;1;2;2;65;3;1957;2;1;4;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;2;185600;4;4;4;4;4;4;4;4;1;2;;10;4;213;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353190;1;3;1;10;68;1;334.33527245;68;1;3;2;35;8;1987;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;120000;4;4;4;3;4;4;4;4;1;2;;10;10;288;7;288;1;2;1;0;;0;0;0;1;0
20230207;02;2023;7353190;1;4;1;10;68;1;334.33527245;68;1;3;2;88;4;1934;5;3;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;1;3;145000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353191;1;1;1;10;68;1;303.73044594;68;1;1;2;29;4;1993;1;2;;2;;2;2;2;6;;;3;2;;1;;;;;;;;;;;;1;1;3;145000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353191;1;2;1;10;68;1;303.73044594;68;1;1;1;10;6;2012;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;4;;;;;;;;;;;0;0;0
20230207;02;2023;7353191;1;3;1;10;68;1;303.73044594;68;1;1;2;2;3;2020;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230207;02;2023;7353192;1;1;1;10;68;1;381.59453433;68;1;1;1;60;9;1962;1;3;;3;;1;;2;6;;;3;1;2;1;;;;;;;;;;;;1;1;1;300000;4;4;4;4;4;4;4;4;1;2;;11;2;421;8;421;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353192;1;2;1;10;68;1;381.59453433;68;1;2;2;67;11;1955;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;2;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353193;1;1;1;10;68;1;475.68079206;68;1;1;1;71;10;1951;1;3;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;2;2;185600;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;2;1;1;0;;0;0;0;1;0
20230207;02;2023;7353193;1;2;1;10;68;1;475.68079206;68;1;2;1;48;11;1974;3;3;;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;10;10;613;7;613;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353193;1;3;1;10;68;1;475.68079206;68;1;3;1;47;10;1975;3;3;;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;3;145000;4;4;4;4;4;4;4;4;1;2;;8;4;1088;5;1088;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353193;1;4;1;10;68;1;475.68079206;68;1;4;1;11;6;2011;8;2;;1;3;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;;;;;;0;0;0
20230207;02;2023;7353194;1;1;1;10;68;1;381.59453433;68;1;1;2;75;11;1947;1;3;;3;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;2;375000;4;4;4;4;4;4;4;4;1;2;;10;10;113;7;113;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353194;1;2;1;10;68;1;381.59453433;68;1;1;1;76;3;1946;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;2;200000;4;4;4;4;4;3;4;3;1;2;;10;10;113;7;113;2;1;1;0;;0;0;0;1;0
20230207;02;2023;7353195;1;1;1;10;68;1;281.57467699;68;1;1;1;58;8;1964;1;3;;3;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;1;360000;4;4;4;4;4;4;4;4;1;2;;10;10;911;7;911;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353195;1;2;1;10;68;1;281.57467699;68;1;2;2;57;4;1965;2;2;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;10;419;7;419;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353195;1;3;1;10;68;1;281.57467699;68;1;3;2;28;3;1994;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;1;360000;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353196;1;1;1;10;68;1;435.22748801;68;1;2;1;84;;;1;3;;3;;2;2;2;6;;;4;;;1;;;;;;;;;;;;1;2;2;220000;4;4;4;4;4;4;4;4;1;2;;10;10;714;7;714;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353196;1;2;1;10;68;1;435.22748801;68;1;2;1;53;12;1969;3;3;;1;1;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;3;46400;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353197;1;1;1;10;68;1;251.52220602;68;1;1;2;34;4;1988;1;2;;2;;1;;2;6;;;6;;;;;;1;;;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353197;1;2;1;10;68;1;251.52220602;68;1;1;1;2;5;2020;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;;0
20230207;02;2023;7353197;1;3;1;10;68;1;251.52220602;68;1;3;2;27;4;1995;6;2;;2;;1;;2;6;;;6;;;;;;1;;;;;;;;;1;1;5;;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353197;1;4;1;10;68;1;251.52220602;68;1;4;2;23;11;1999;6;2;;2;;1;;2;6;;;6;;;;;;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353197;1;5;1;10;68;1;251.52220602;68;1;4;1;6;8;2016;9;1;4;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;;;;;;0;0;0
20230207;02;2023;7353199;1;1;1;10;68;1;376.4028604;68;1;1;2;26;9;1996;1;2;;2;;2;2;2;6;;;1;1;2;;;;;;;;;;;1;;1;2;1;80000;4;4;4;4;4;4;4;4;1;2;;8;4;913;5;913;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353199;1;2;1;10;68;1;376.4028604;68;1;2;1;26;9;1996;2;2;;2;;2;2;2;6;;;1;1;1;;;;;;;;;;;1;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;1014;6;1014;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353200;1;1;1;10;68;1;2604.4436045;68;1;1;1;52;7;1970;1;2;;2;;2;2;2;6;;;3;1;2;1;;;1;;1;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;10;10;613;7;613;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353200;1;2;1;10;68;1;2604.4436045;68;1;2;2;52;12;1970;2;2;;2;;2;2;2;6;;;3;1;1;1;;1;1;;1;;;;;;;1;1;3;300000;4;4;4;4;4;4;4;4;1;2;;10;10;613;7;613;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353200;1;3;1;10;68;1;2604.4436045;68;1;3;1;25;3;1997;3;1;2;1;1;2;2;2;6;;;6;;;1;;;;;;;1;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;10;10;613;7;613;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353200;1;4;1;10;68;1;2604.4436045;68;1;4;2;20;2;2003;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;6;212;3;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353201;1;1;1;10;68;1;376.4028604;68;1;1;2;36;9;1986;1;2;;2;;1;;2;6;;;3;1;2;;;;1;1;;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;8;4;413;5;413;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353201;1;2;1;10;68;1;376.4028604;68;1;2;1;39;1;1984;2;2;;3;;1;;2;6;;;3;1;1;;;;1;;;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;9;6;412;6;412;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353202;1;1;1;10;68;1;896.08006193;68;1;1;1;63;7;1959;1;2;;2;;2;2;1;6;;;3;1;2;1;;;;;;;;;;;;1;2;2;98;4;4;4;4;4;4;4;4;1;2;;10;10;715;7;715;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353202;1;2;1;10;68;1;896.08006193;68;1;2;2;61;1;1962;2;3;;3;;2;2;2;6;;;3;1;1;1;;;;;;;;;;;;1;2;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353202;1;3;1;10;68;1;896.08006193;68;1;2;2;33;8;1989;3;1;2;1;1;2;2;2;6;;;4;;;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;10;10;715;7;715;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353203;1;1;1;10;68;1;410.10579661;68;1;1;1;25;10;1997;1;2;;2;;2;2;2;6;;;6;;;1;;;;;;;;;;;;2;;;;4;4;4;4;4;4;4;4;1;2;;8;4;11;5;11;1;1;1;1;1;1;0;0;0;0
20230207;02;2023;7353204;1;1;1;10;68;1;376.4028604;68;1;1;1;46;4;1976;1;2;;3;;2;2;2;6;;;2;1;2;;;;;;;;;;;1;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;10;10;419;7;419;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353204;1;2;1;10;68;1;376.4028604;68;1;2;2;26;1;1997;2;2;;2;;2;2;2;6;;;2;1;1;;;;;;;;;;;1;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353205;1;1;1;10;68;1;316.43993318;68;1;1;2;43;4;1979;1;3;;3;;1;;2;6;;;6;;;;;1;1;;;;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353205;1;2;1;10;68;1;316.43993318;68;1;2;2;17;6;2005;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;8;1;11;2;;;;;;;;;0;0;0
20230207;02;2023;7353206;1;1;1;10;68;1;1084.2261858;68;1;1;1;74;12;1948;1;3;;3;;2;2;2;6;;;3;1;2;;;;;;;;;;;1;;1;1;2;840000;3;4;3;4;4;4;4;4;1;2;;10;12;912;7;912;2;1;1;0;;0;0;0;1;0
20230207;02;2023;7353206;1;2;1;10;68;1;1084.2261858;68;1;2;2;69;3;1953;2;3;;3;;2;2;2;6;;;3;1;1;;;;;;;;;;;1;;1;2;2;720000;4;4;4;3;4;4;4;4;1;2;;12;4;913;9;913;1;2;1;0;;0;0;0;1;0
20230207;02;2023;7353206;1;3;1;10;68;1;1084.2261858;68;1;3;2;44;4;1978;3;1;2;1;1;2;2;2;6;;;4;;;;;;;;;;;;;1;;1;1;1;380000;4;4;4;4;4;4;4;4;1;2;;11;4;715;8;715;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353206;1;4;1;10;68;1;1084.2261858;68;1;3;2;14;12;2008;8;1;3;2;;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;4;3;;;;;;;;;;;0;0;0
20230207;02;2023;7353207;1;1;1;10;68;1;298.30291099;68;1;1;2;81;11;1941;1;3;;3;;1;;1;6;;;5;;;;;;;;;;;;;1;;1;1;2;46400;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1;0;;0;0;0;0;1
20230207;02;2023;7353207;1;2;1;10;68;1;298.30291099;68;1;2;2;33;3;1989;3;1;1;3;;2;2;2;6;;;6;;;1;;;;;;;;;;;;1;1;1;46400;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353208;1;1;1;10;68;1;440.71465594;68;1;1;1;27;12;1995;1;1;2;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;3;145000;4;4;4;4;4;4;4;4;1;2;;10;10;714;7;714;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353208;1;2;1;10;68;1;440.71465594;68;1;2;2;63;5;1959;4;2;;2;;2;9;2;6;;;3;2;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;10;411;7;732;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353208;1;3;1;10;68;1;440.71465594;68;1;3;1;25;6;1997;6;1;2;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;3;125000;4;4;4;4;4;4;4;4;1;2;;10;10;714;7;714;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353209;1;1;1;10;68;1;373.37157522;68;1;1;1;43;11;1979;1;2;;3;;2;2;2;6;;;3;1;2;1;;;;;;;;;;;;1;1;3;1000000;4;4;4;4;4;4;4;4;1;2;;11;8;917;8;917;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353209;1;2;1;10;68;1;373.37157522;68;1;2;2;42;3;1980;2;2;;2;;2;2;2;6;;;3;1;1;1;;;;;;;;;;;;1;1;3;145000;4;4;4;4;4;4;4;4;1;2;;10;10;912;7;912;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353209;1;3;1;10;68;1;373.37157522;68;1;2;1;10;6;2012;3;1;2;1;1;2;2;2;6;;;6;;;;;;;;;;1;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;3;;;;;;;;;;;0;0;0
20230207;02;2023;7353210;1;1;1;10;68;1;337.30594984;68;1;1;2;47;5;1975;1;2;;2;;2;2;2;6;;;4;;;;;;1;;;;;;;;;1;1;3;145000;4;4;3;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353210;1;2;1;10;68;1;337.30594984;68;1;1;2;13;1;2010;3;1;1;2;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;4;1;;;;;;;;;;;0;0;0
20230207;02;2023;7353210;1;3;1;10;68;1;337.30594984;68;1;1;2;8;1;2015;3;1;1;2;;2;2;2;6;;;;;;;;;;;;;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;1;;;;;;;;;;;0;0;0
20230207;02;2023;7353211;1;1;1;10;68;1;1465.0148949;68;1;1;1;64;3;1958;1;3;;3;;2;2;2;6;;;2;1;2;;;;1;;;;;;;;;1;2;4;;4;4;4;4;4;4;4;4;1;2;;8;4;729;5;729;2;1;1;0;;0;0;0;0;0
20230207;02;2023;7353211;1;2;1;10;68;1;1465.0148949;68;1;2;2;45;3;1977;2;2;;2;;1;;2;6;;;2;1;1;1;;;;;;;;;;;;1;2;5;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1;0;;0;0;0;0;0
20230207;02;2023;7353211;1;3;1;10;68;1;1465.0148949;68;1;2;1;8;7;2014;3;1;2;1;1;2;2;2;6;;;;;;;;;;;;;;;;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;2;3;2;;;;;;;;;;;0;0;0
20230207;02;2023;7353212;1;1;1;10;68;1;361.8361383;68;1;1;2;68;10;1954;1;3;;3;;2;2;2;6;;;6;;;;;;;;;;;;;1;;1;1;2;237000;4;4;4;1;2;4;3;4;1;2;;8;4;415;5;415;1;2;1;0;;0;0;1;1;0
20230207;02;2023;7353213;1;1;1;10;68;1;1544.8946953;68;1;1;2;67;8;1955;1;3;;3;;2;2;2;6;;;5;;;;;;;;;;;;;1;;1;1;2;1080000;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;1;2;1;0;;0;0;0;0;0
