DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;P3044;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P3047;P3048;P3049;P6765;P6765S1;P3053;P3054;P3055;P3056;P6760;P3061;P3063;P3064;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;CLASE;OCI;AREA;P6430;RAMA4D_R4;OFICIO_C8;RAMA2D_R4;INGLABO;MES;PERIODO;DPTO;FT;FEX_C18;P3363;P3364;P3364S1;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3051;P3051S1;P3052;P3052S1;P3365;P3365S1;P3054S1;P3055S1;P3057;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063S1;P3064S1;P3366;PER;REGIS
7000096;1;1;1;VENTA Y CRIA DE PECES A PARTICULARES AL POR MAYOR Y DETAL EN PISCINAS ARTIFICIALES;1;1;;;1;;1;2;2;2;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;1;2;;;;;;1000000;1;10000000;3;;1;1;12;98;;;98;;;4;11;EN SITIO AL DESCUBIERTO PISCINA ARTIFICIAL;10;;2;;;;2;2;1;0;31;4;;3;;2;;;;;;2;;;;1;1;1;1;1;2;1;1;2;2;1;1;1;2;2;2;1;1;11;15;8;2;1;;4;0321;6221;03;1000000;03;20220313;54;1;249.51762429;;;;;2;;;;;1;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000096;1;2;1;VENDER COMIDA A LA MESA A PARTICULARES EN RESTAURANTE PARTICULAR;2;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;1;2;;;;;;1;2;;;;;;600000;1;7200000;3;;1;1;12;66;;;66;;;2;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;1;1;1;1;1;2;1;1;2;2;2;1;1;1;1;2;1;1;3;15;8;2;1;;4;5611;5120;56;600000;03;20220313;54;1;249.51762429;;;;;2;;;;;1;;;600000;600000;2;;50000;;;;;;;;;;;;;;;;;;;;;2022;60
7000097;1;1;1;FUMIGAR Y DESAGUAR  CULTIVOS DE ARROZ EN DIFERENTES FINCAS;2;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;2;2;;;;;;400000;1;0;3;;1;2;12;40;;;30;7;LO OCUPARON A  MENOS DIAS;2;8;;2;;2;;;;2;2;1;0;120;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;2;2;2;1;11;15;5;2;1;;4;0161;9211;01;400000;03;20220313;54;1;168.16785738;;;;;2;;;;;2;;;400000;400000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000097;1;3;1;VENTA DE VIVERES AL POR MENOR;2;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;1;2;;;;;;2;2;;;;;;390000;1;0;3;;1;2;12;60;;;50;1;;2;2;;2;;2;;;;2;2;1;3;12;4;;9;;2;;;;;;2;;;;1;1;1;2;1;2;2;1;2;2;2;1;1;2;1;2;2;1;2;15;5;2;1;;4;4711;5221;47;390000;03;20220313;54;1;168.16785738;;;;;2;;;;;3;;;390000;390000;2;;200000;;;;;;;;;;;;;;;;;;;;2;2022;60
7000097;1;4;1;VENDER CACHAMA DE FORMA AMBULANTE;2;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;1;2;;;;;;2;2;;;;;;400000;1;0;3;;1;2;12;60;;;60;;;2;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;2;15;2;2;1;;4;4781;5212;47;400000;03;20220313;54;1;168.16785738;;;;;2;;;;;3;;;432000;432000;2;;432000;;;;;;;;;;;;;;;;;;;;;2022;60
7000098;1;1;1;VENDER PESCADO A PARTICULARES EN SITIO AL DESCUBIERTO DE FORMA INDEPENDIENTE;2;;;;;;;;;;;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;6;;1;2;2;;;;;;2;2;;;;;;400000;1;4000000;3;;5;1;10;60;;;60;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;1;1;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;14;;8;2;1;;4;4781;5212;47;400000;03;20220313;54;1;149.04574462;;;;;2;;;;;3;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000099;1;1;1;SIEMBRA Y CULTIVO DE ARROZ EN DIFERENTES FINCAS  AGRICOLAS PARTICULARES;2;;;;;;;;;;;276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;9;2;;;;;;300000;1;3300000;1;;9;1;11;32;1;;32;;;2;8;;2;;2;;;;2;2;2;;;;;;;2;;;;;;1;10;2;1;1;1;1;2;1;2;1;1;2;2;2;1;1;2;1;2;2;1;11;5;8;2;1;;4;0161;9211;01;300000;03;20220313;54;1;312.34545518;;;;;2;;;;;3;;;300000;300000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000099;1;3;1;SIEMBRA Y CULTIVO DE MELON Y PATILLA EN FINCA AGRICOLA PARTICULAR;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;6;;1;2;2;;;;;;1;2;;;;;;880000;1;1660000;3;;1;1;2;43;;;43;;;3;2;;2;;2;;;;2;2;1;1;12;4;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;11;20;8;2;1;;4;0113;9211;01;880000;03;20220313;54;1;312.34545518;;;;;2;;;;;1;;;880000;880000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000100;1;1;1;CRIAR CACHAMA;2;;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;2;;1;2;1;;;1;2;;2;;0;1;0;2;;3;2;12;14;2;;14;;;1;8;;2;;2;;;;2;2;1;0;48;4;;13;POR PERDIDAS EN LOS CULTIVOS;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;2;2;1;2;3;2;5;2;1;;4;0322;6221;03;0;03;20220313;54;1;149.04574462;;;;;2;;;;;2;;;;;;;;;;;;;;;0;1000000;0;0;0;0;0;1300000;20000000;0;;250000;;2022;60
7000101;1;1;1;CRIA DE VACAS (GANADO) EN FINCA GANADERA;1;1;;;1;;2;2;2;2;2;34;;2;2;2;2;2;1000000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;84;;;84;;;1;1;;2;;2;;;;2;2;1;18;132;1;;1;;2;;;;;;1;10;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;2;1;2;1;1;14;;5;2;1;;1;0141;9212;01;1000000;03;20220313;54;1;146.92281792;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000102;1;1;1;ASESORAR TAREAS A PARTICULARES EN SU VIVIENDA;2;;;;;;;;;;;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;1;1;;;;;;2;;;2;;600000;1;;3;;1;2;12;40;;;40;;;1;1;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;3;1;1;;4;8559;2359;85;600000;03;20220313;54;1;1621.5257922;;;;;2;;;;;3;;;;;;;;;900000;0;300000;0;0;0;;;;;;;;;;;;;;2022;60
7000102;1;2;1;ACTIVIDADES DE CAJA DE COMPENSACION;1;2;2;12;2;2;1;1;1;1;1;2;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;200000;2;2;;;2;;;2;;;2;;;1;500000;1;500000;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;6;1;1;1;0;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;1;1;;1;7010;5414;70;1000000;03;20220313;54;1;1621.5257922;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000103;1;1;1;SERVICIO DE ACUEDUCTO Y ALCANTARILLADO;1;2;1;;1;;1;1;1;1;1;360;;1;1;1;1;2;1800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1800000;1;1800000;1;800000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;0;3;;10;7;;1;;1;2;1;32;1;1;1;0;12;4;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;4;1;1;;2;3600;7126;36;1800000;03;20220313;54;1;1303.3903012;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000104;1;1;1;RECEPCIONISTA EN DIFERENTES HOTELES;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;6;;1;2;2;;;;;;2;2;;;;;;1200000;1;;3;;1;1;12;48;;;48;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;5;3;1;1;;4;5511;4224;55;1200000;03;20220313;54;1;1195.1846702;;;;;2;;;;;2;;;1200000;1200000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000104;1;2;1;HACER ASEO EN DIFERENTES HOTELES;2;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;6;;1;2;2;;;;;;2;2;;;;;;700000;1;;3;;1;2;12;20;2;;20;;;1;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;5;3;1;1;;4;5511;9112;55;700000;03;20220313;54;1;1195.1846702;;;;;2;;;;;2;;;700000;700000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000105;1;2;1;SERVICIO DE ACUEDUCTO Y ALCANTARILLADO;1;2;1;;1;;1;1;1;1;1;144;;1;1;1;1;2;2800000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2800000;1;2800000;1;1000000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;2;1;12;1;1;1;0;120;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;3;1;1;;2;3600;3132;36;2800000;03;20220313;54;1;994.20921815;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000109;1;2;1;CULTIVO ESPECIALIZADO DE PLATANO;2;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;7;;;;;2;;1;2;2;;;2;;;2;;300000;1;;3;;1;2;12;40;;;40;;;1;8;;4;;2;;;;2;2;1;0;12;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;3;2;3;1;1;;4;0122;6111;01;300000;03;20220313;54;1;2422.5837137;;;;;2;;;;;2;;;;;;;;;;;;;;;3600000;0;0;0;0;0;0;0;0;0;;;;2022;60
7000110;1;2;1;EDUCACION PREESCOLAR BASICA PRIMARIA SECUNDARIA Y MEDIA;1;2;1;;1;;1;1;1;1;1;240;;1;1;1;1;2;2300000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;2300000;1;2300000;1;2300000;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;30;3;ES LO ESTIPULADO POR EL MAGISTERIO;30;;;10;7;;1;;1;1;1;20;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;1;1;1;2;60;3;1;1;;2;8530;2341;85;2300000;03;20220313;54;1;1291.2068047;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000112;1;1;1;SERVICIO PUBLICO DE ASEO A MUNICIPIOS;1;2;1;;1;;1;1;2;1;1;6;;1;1;1;1;2;1375000;1;300000;2;2;;2;;2;;2;;2;;;1;117172;1;2;;;2;;;2;;;2;;;1;400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;48;;;48;;;10;4;;1;;1;1;1;2;1;1;1;24;4;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;9;2;1;;1;3811;8332;38;1375000;03;20220313;23;1;1249.1847827;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000113;1;1;1;TRANSPORTE INTERVEREDAL DE PASAJEROS EN MOTO;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;800000;1;1600000;3;;1;1;10;45;;;45;;;1;4;;2;;2;;;;2;2;1;2;8;4;;13;DAÑO DEL VEHICULO DE TRABAJO;2;;;;;;2;;;;1;1;1;1;1;2;1;2;1;2;1;1;1;2;2;2;2;1;11;1;3;2;1;;4;4921;8321;49;800000;03;20220313;23;1;1946.9366085;;;;;2;;;;;3;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000113;1;3;1;CONSULTAS MEDICAS EXTERNAS;1;2;2;3;1;;1;2;2;1;2;1;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;44;;;44;;;4;7;;1;;1;1;1;0;1;1;1;0;1;4;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;11;20;3;2;1;;1;8621;4120;86;1000000;03;20220313;23;1;1946.9366085;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000116;1;1;1;SERVICIO PUBLICO DE ASEO A MUNICIPIOS;1;2;1;;1;;1;1;2;1;1;72;;1;1;1;1;2;1554811;1;50000;2;2;;2;;2;;2;;2;;;1;93738;1;1;80700;2;2;;;2;;;2;;;1;620000;2;;2;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;4;;1;;1;1;1;6;1;1;1;0;3;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;25;1;2;1;;1;3811;9611;38;1554811;03;20220313;23;1;1186.8373974;2;2;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000116;1;2;1;EXPENDIO A LA MESA DE COMIDAS PREPARADAS EN RESTAURANTE;1;2;1;;1;;1;1;2;1;1;12;;1;1;1;1;2;1200000;2;;;1;200000;2;;2;;2;;2;;;1;117172;1;1;80700;2;2;;;2;;;2;;;1;550000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;9;7;;1;;1;1;1;1;1;1;1;12;3;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;9;2;1;;1;5611;5120;56;1400000;03;20220313;23;1;1186.8373974;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000117;1;1;1;VENTA AL POR MENOR DE GASOLINA;1;2;2;12;1;;1;2;2;1;2;6;;1;1;9;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;1;83400;2;2;;;2;;;2;;;1;227000;2;;2;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;56;;;56;;;4;7;;1;;1;1;1;9;1;1;1;0;3;1;;1;;2;;;;;;2;;;;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;11;15;1;2;1;;1;4731;5245;47;1000000;03;20220313;23;1;1145.6875578;1;2;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000117;1;2;1;ARREGLAR UÑAS EN SU VIVIENDA;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;30000;1;60000;3;;1;2;2;4;1;;0;6;;1;1;;1;;2;;;;2;2;1;21;24;4;;9;;2;;;;;;1;44;1;1;1;1;1;2;1;2;1;1;2;2;1;1;2;2;2;2;2;1;14;;3;2;1;;4;9602;5142;96;30000;03;20220313;23;1;1145.6875578;;;;;2;;;;;2;;;30000;30000;2;;;;;;;;;;;;;;;;;;;;;;2;2022;60
7000119;1;1;1;ADMINISTRACION DE CONJUNTO RESIDENCIAL;1;2;1;;2;1;1;1;2;1;1;12;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;1;80700;2;2;;;2;;;2;;;1;500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;3;7;;1;;1;1;1;3;1;1;1;12;30;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;11;30;9;2;1;;1;6820;9112;68;1000000;03;20220313;23;1;1077.0405139;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000119;1;2;1;SERVICIO DE ACUEDUCTO Y ALCANTARILLADO A MUNICIPIOS;1;2;1;;1;;1;1;1;1;1;6;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;1;80700;2;2;;;2;;;2;;;1;340000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;48;;;48;;;10;5;;1;;1;1;1;5;1;1;1;24;48;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;11;20;9;2;1;;1;3600;9621;36;1000000;03;20220313;23;1;1077.0405139;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000120;1;3;1;REMODELACION  DE  VIVIENDAS;2;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;750000;1;6750000;3;;5;1;9;40;;;40;;;1;2;;2;;2;;;;2;2;1;4;12;4;;2;;2;;;;;;2;;;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;12;20;8;2;1;;4;4111;7112;41;750000;03;20220313;23;1;1097.8386192;;;;;2;;;;;3;;;900000;900000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000120;1;4;1;SERVICIO PUBLICO DE ASEO A MUNICIPIOS;1;2;1;;1;;1;1;2;1;1;48;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;900000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;0;1;;10;6;;1;;1;1;1;5;1;2;1;12;3;7;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;2;2;1;;1;3811;9611;38;1000000;03;20220313;23;1;1097.8386192;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2022;60
7000120;2;1;2;HOGAR;1;1;;;1;;1;2;2;2;2;10;;2;2;2;2;2;300000;2;;;1;150000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;48;;;48;;;1;2;;2;;2;;;;2;2;1;2;18;3;;3;;1;10;4;150000;1;1;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;3;8;2;1;;3;9700;9111;97;600000;03;20220313;23;1;1097.8386192;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000121;1;1;1;ACTIVIDADES DEPORTIVAS Y DE ESPARCIMIENTO;1;1;;;1;;1;2;2;2;2;1;;9;9;9;9;2;540000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;2;;2;;;;2;2;1;0;9;4;;8;;1;2;4;0;1;1;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;13;8;3;2;1;;1;9311;6113;93;540000;03;20220313;23;1;1136.8785373;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000121;1;2;1;HOGAR;1;1;;;1;;1;2;2;2;2;1;;2;2;2;2;2;200000;2;;;1;150000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;24;2;;24;;;1;2;;2;;2;;;;2;2;1;2;5;3;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;5;3;2;1;;3;9700;9111;97;350000;03;20220313;23;1;1136.8785373;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000121;1;3;1;SERVICIO DE INTERNET;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;10;2;;10;;;2;7;;2;;2;;;;2;2;1;0;0;4;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;2;11;10;3;2;1;;6;6190;5223;61;;03;20220313;23;1;1136.8785373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000123;1;1;1;VENTA AL POR MENOR DE GASOLINA;1;2;2;12;1;;1;2;2;1;2;6;;1;1;1;1;2;1000000;1;200000;2;2;;2;;2;;2;;2;;;1;117000;2;2;;;2;;;2;;;2;;;1;227000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;4;7;;1;;1;1;1;8;1;1;1;0;3;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;12;7;2;1;;1;4731;5245;47;1000000;03;20220313;23;1;1241.5143107;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000124;1;3;1;ADMINISTRACION DE CAJA DE COMPENSACION FAMILIAR;1;2;2;36;1;;2;1;2;1;2;8;;1;1;1;1;2;2000000;2;;;2;;2;;2;;2;;2;;;1;117172;1;1;40800;2;2;;;2;;;2;;;1;200000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;40;;;46;;;10;7;;1;;1;2;1;9;1;1;1;4;12;1;;1;;2;;;;;;1;10;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;1;1;2;60;1;2;1;;1;7010;3322;70;2000000;03;20220313;23;1;3124.3275589;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000124;1;5;1;TRANSPORTE INTERDEPARTAMENTAL DE PASAJEROS EN BUS;1;2;1;;1;;1;2;2;1;2;72;;1;1;1;1;2;2117172;2;;;2;;2;;2;;2;;2;;;1;117172;1;1;76000;2;2;;;2;;;1;1500000;2;1;2000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;50;;;50;;;10;7;;1;;1;1;1;11;1;1;1;0;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;2;12;15;1;2;1;;1;4921;1324;49;2117172;03;20220313;23;1;3124.3275589;2;1;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000125;1;1;1;SERVICIO DE ENVIO Y MENSAJERIA;1;2;1;;1;;1;1;2;1;1;240;;1;1;1;1;2;1500000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;1;750000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;4;;1;;1;1;1;20;1;1;1;2;2;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;11;30;1;2;1;;1;5320;9621;53;1500000;03;20220313;23;1;2946.563199;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000126;1;1;1;TRANSPORTE URBANO DE PASAJEROS EN MOTO;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;6;;1;2;2;;;;;;2;2;;;;;;750000;1;2250000;3;;1;2;12;40;;;40;;;1;4;;3;;2;;;;2;2;1;0;120;1;;5;;1;10;4;70000;1;2;2;;;;1;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;1;11;10;8;2;1;;4;4921;8321;49;820000;03;20220313;23;1;3429.5508169;;;;;2;;;;;3;;;1000000;1000000;2;;;;;;;;;;;;;;;;;;;;;;;2022;60
7000126;1;2;1;SERVICIO NACIONAL DE MENSAJERIA;1;2;2;12;2;1;2;2;2;1;1;11;;1;1;1;1;2;1000000;2;;;2;;2;;2;;2;;2;;;1;117172;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;10;7;;1;;1;1;1;21;1;1;1;0;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;30;3;2;1;;1;5320;5230;53;1000000;03;20220313;23;1;3429.5508169;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022;60
